assoc_type	tissue	drug	nr	nc	mat_size	min_prox	mean_prox	med_prox	max_prox
PPI	Adipose_subcutaneous	Glipizide	2	160	320	0	3.078125	3	5
PPI	Adipose_subcutaneous	Glutamic acid	21	160	3360	1	3.9625	4	7
PPI	Adipose_subcutaneous	Glutathione	18	160	2880	2	4.03958333333333	4	7
PPI	Adipose_subcutaneous	Glutethimide			160	0	3.05625	3	5
PPI	Adipose_subcutaneous	Glyburide	9	160	1440	0	3.79930555555556	4	7
PPI	Adipose_subcutaneous	Glycyrrhizic acid	6	160	960	1	3.53020833333333	4	7
PPI	Adipose_subcutaneous	Homosalate	3	160	480	0	2.4875	2	5
PPI	Adipose_subcutaneous	Human interferon beta	2	160	320	0	3.26875	3	5
PPI	Adipose_subcutaneous	Hydrocortamate			160	0	2.43125	2	5
PPI	Adipose_subcutaneous	Hydrocortisone	6	160	960	0	3.625	4	7
PPI	Adipose_subcutaneous	Hydrocortisone acetate	5	160	800	0	3.33125	3	5
PPI	Adipose_subcutaneous	Hydrocortisone butyrate	5	160	800	0	3.33125	3	5
PPI	Adipose_subcutaneous	Hydrocortisone cypionate	5	160	800	0	3.33125	3	5
PPI	Adipose_subcutaneous	Hydrocortisone phosphate	5	160	800	0	3.33125	3	5
PPI	Adipose_subcutaneous	Hydrocortisone probutate	5	160	800	0	3.33125	3	5
PPI	Adipose_subcutaneous	Hydroxyprogesterone caproate			160	0	2.70625	3	5
PPI	Adipose_subcutaneous	Ibuprofen	11	160	1760	0	3.54829545454545	4	7
PPI	Adipose_subcutaneous	Icosapent	7	160	1120	0	3.74107142857143	4	8
PPI	Adipose_subcutaneous	Iloprost	4	160	640	0	3.95625	4	6
PPI	Adipose_subcutaneous	Indinavir	4	160	640	0	3.5953125	4	7
PPI	Adipose_subcutaneous	Indomethacin	11	160	1760	0	3.78125	4	7
PPI	Adipose_subcutaneous	Interferon alfa-2a, Recombinant			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon alfa-2b			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon alfa-n1			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon alfa-n3			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon alfacon-1			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon beta-1a			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Interferon beta-1b			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Irbesartan	6	160	960	1	3.5625	4	6
PPI	Adipose_subcutaneous	Iron	7	160	1120	0	3.67321428571429	4	6
PPI	Adipose_subcutaneous	Isotretinoin	3	160	480	0	3.69791666666667	4	7
PPI	Adipose_subcutaneous	Itraconazole	2	160	320	0	3.371875	3	6
PPI	Adipose_subcutaneous	Latanoprostene bunod			160	0	3.74375	4	6
PPI	Adipose_subcutaneous	Leflunomide	2	160	320	0	4.21875	4	7
PPI	Adipose_subcutaneous	Levonorgestrel	5	160	800	0	2.7425	3	5
PPI	Adipose_subcutaneous	Levothyroxine	9	160	1440	0	3.675	4	7
PPI	Adipose_subcutaneous	Lifitegrast	2	160	320	0	3.534375	3	6
PPI	Adipose_subcutaneous	Lindane	3	160	480	0	2.93541666666667	3	6
PPI	Adipose_subcutaneous	Lithium carbonate	2	160	320	0	3.484375	4	6
PPI	Adipose_subcutaneous	Lithium citrate	2	160	320	0	3.484375	4	6
PPI	Adipose_subcutaneous	Losartan	4	160	640	1	3.3765625	3	5
PPI	Adipose_subcutaneous	Loteprednol etabonate			160	0	2.43125	2	5
PPI	Adipose_subcutaneous	Lovastatin	8	160	1280	0	3.39140625	3	6
PPI	Adipose_subcutaneous	Lypressin	2	160	320	0	3.5375	4	6
PPI	Adipose_subcutaneous	Medrogestone	3	160	480	0	3.31458333333333	3	5
PPI	Adipose_subcutaneous	Medroxyprogesterone acetate	5	160	800	0	3.06375	3	5
PPI	Adipose_subcutaneous	Medrysone	2	160	320	0	2.715625	3	5
PPI	Adipose_subcutaneous	Megestrol acetate	3	160	480	0	2.7125	3	5
PPI	Adipose_subcutaneous	Mesalazine	6	160	960	0	3.28229166666667	3	6
PPI	Adipose_subcutaneous	Methylprednisolone	7	160	1120	0	3.62142857142857	4	7
PPI	Adipose_subcutaneous	Mifepristone	7	160	1120	0	3.39642857142857	4	7
PPI	Adipose_subcutaneous	Minocycline	17	160	2720	0	3.43860294117647	4	6
PPI	Adipose_subcutaneous	Mitotane	5	160	800	0	2.85625	3	5
PPI	Adipose_subcutaneous	Mometasone furoate	3	160	480	0	2.99375	3	5
PPI	Adipose_subcutaneous	Montelukast	4	160	640	0	3.696875	4	6
PPI	Adipose_subcutaneous	Muromonab	13	160	2080	0	3.87451923076923	4	7
PPI	Adipose_subcutaneous	NADH	45	160	7200	0	4.02444444444444	4	9
PPI	Adipose_subcutaneous	Nadroparin	3	160	480	0	3.15833333333333	3	6
PPI	Adipose_subcutaneous	Nateglinide	4	160	640	0	3.6625	4	6
PPI	Adipose_subcutaneous	Nefazodone	8	160	1280	0	3.94140625	4	7
PPI	Adipose_subcutaneous	Nelfinavir	3	160	480	0	3.3875	3	6
PPI	Adipose_subcutaneous	Niacin	3	160	480	0	4.3375	4	7
PPI	Adipose_subcutaneous	Nicotinamide	3	160	480	0	3.48125	4	6
PPI	Adipose_subcutaneous	Nintedanib	14	160	2240	0	3.41607142857143	4	6
PPI	Adipose_subcutaneous	Niraparib	2	160	320	0	3.121875	3	5
PPI	Adipose_subcutaneous	Norelgestromin	3	160	480	0	2.84375	3	5
PPI	Adipose_subcutaneous	Norethisterone	6	160	960	0	2.96354166666667	3	5
PPI	Adipose_subcutaneous	Norgestimate	7	160	1120	0	3.01785714285714	3	6
PPI	Adipose_subcutaneous	Norgestrel	2	160	320	0	2.55625	2	5
PPI	Adipose_subcutaneous	Nortriptyline	12	160	1920	1	3.93229166666667	4	7
PPI	Adipose_subcutaneous	Novobiocin			160	0	3.74375	4	6
PPI	Adipose_subcutaneous	Olaparib	3	160	480	0	3.08125	3	5
PPI	Adipose_subcutaneous	Oleic Acid	7	160	1120	0	3.54732142857143	3	7
PPI	Adipose_subcutaneous	Olmesartan	2	160	320	2	3.334375	3	6
PPI	Adipose_subcutaneous	Omega-3 fatty acids	5	160	800	0	3.79	4	7
PPI	Adipose_subcutaneous	Oxybenzone	4	160	640	0	2.7140625	3	5
PPI	Adipose_subcutaneous	Panobinostat	11	160	1760	0	2.95056818181818	3	5
PPI	Adipose_subcutaneous	Peginterferon alfa-2a			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Peginterferon alfa-2b			160	0	3.11875	3	5
PPI	Adipose_subcutaneous	Pexidartinib	7	160	1120	0	3.7375	4	6
PPI	Adipose_subcutaneous	Pioglitazone	3	160	480	0	3.33333333333333	3	5
PPI	Adipose_subcutaneous	Piroxicam	5	160	800	0	3.71125	4	6
PPI	Adipose_subcutaneous	Pitavastatin	8	160	1280	0	3.67421875	4	6
PPI	Adipose_subcutaneous	Ponatinib	16	160	2560	0	3.387109375	3	6
PPI	Adipose_subcutaneous	Prasterone	12	160	1920	0	3.70989583333333	4	7
PPI	Adipose_subcutaneous	Pravastatin	5	160	800	0	3.30875	3	6
PPI	Adipose_subcutaneous	Prednicarbate			160	0	2.43125	2	5
PPI	Adipose_subcutaneous	Prednisolone	3	160	480	0	2.95	3	5
PPI	Adipose_subcutaneous	Prednisolone acetate	3	160	480	0	2.95	3	5
PPI	Adipose_subcutaneous	Prednisolone phosphate	6	160	960	0	3.55833333333333	4	7
PPI	Adipose_subcutaneous	Prednisone	5	160	800	0	3.5575	4	7
PPI	Adipose_subcutaneous	Procaine	7	160	1120	0	3.72946428571429	4	7
PPI	Adipose_subcutaneous	Progesterone	12	160	1920	0	3.64895833333333	4	7
PPI	Adipose_subcutaneous	Pseudoephedrine	17	160	2720	0	3.26066176470588	3	7
PPI	Adipose_subcutaneous	Pyridoxal phosphate	14	160	2240	1	3.88080357142857	4	7
PPI	Adipose_subcutaneous	Repaglinide	3	160	480	0	3.33333333333333	3	5
PPI	Adipose_subcutaneous	Reserpine	3	160	480	0	3.38958333333333	3	6
PPI	Adipose_subcutaneous	Rifampicin	9	160	1440	0	3.90416666666667	4	7
PPI	Adipose_subcutaneous	Rifamycin	4	160	640	0	3.5015625	4	6
PPI	Adipose_subcutaneous	Rilonacept	3	160	480	0	3.49791666666667	3	6
PPI	Adipose_subcutaneous	Rimexolone			160	0	2.43125	2	5
PPI	Adipose_subcutaneous	Ritonavir	8	160	1280	0	3.77109375	4	7
PPI	Adipose_subcutaneous	Romidepsin	6	160	960	0	2.99375	3	7
PPI	Adipose_subcutaneous	Rosiglitazone	8	160	1280	0	3.51015625	4	7
PPI	Adipose_subcutaneous	Rosuvastatin	5	160	800	0	3.555	4	6
PPI	Adipose_subcutaneous	Rubidium Rb-82	3	160	480	0	3.88541666666667	4	7
PPI	Adipose_subcutaneous	Rucaparib	4	160	640	0	3.271875	3	5
PPI	Adipose_subcutaneous	Salicylic acid	5	160	800	0	3.7425	4	6
PPI	Adipose_subcutaneous	Saquinavir	7	160	1120	0	3.77410714285714	4	7
PPI	Adipose_subcutaneous	Segesterone acetate	3	160	480	0	2.51458333333333	2	5
PPI	Adipose_subcutaneous	Sertraline	5	160	800	1	3.73875	4	7
PPI	Adipose_subcutaneous	Simeprevir	4	160	640	0	3.396875	3	6
PPI	Adipose_subcutaneous	Simvastatin	7	160	1120	0	3.3875	3	6
PPI	Adipose_subcutaneous	Spironolactone	16	160	2560	0	3.918359375	4	8
PPI	Adipose_subcutaneous	Sulfasalazine	11	160	1760	0	3.59375	4	7
PPI	Adipose_subcutaneous	Tacrolimus	4	160	640	0	3.734375	4	6
PPI	Adipose_subcutaneous	Talazoparib	3	160	480	0	3.08125	3	5
PPI	Adipose_subcutaneous	Taurocholic acid	6	160	960	0	3.90520833333333	4	7
PPI	Adipose_subcutaneous	Tazarotene	4	160	640	0	3.59375	4	7
PPI	Adipose_subcutaneous	Telaprevir	4	160	640	0	3.734375	4	6
PPI	Adipose_subcutaneous	Telmisartan	4	160	640	0	3.1015625	3	6
PPI	Adipose_subcutaneous	Terlipressin			160	0	3.65	4	5
PPI	Adipose_subcutaneous	Testosterone	7	160	1120	0	3.44017857142857	3	7
PPI	Adipose_subcutaneous	Testosterone cypionate	8	160	1280	0	3.38515625	3	7
PPI	Adipose_subcutaneous	Testosterone enanthate	8	160	1280	0	3.38515625	3	7
PPI	Adipose_subcutaneous	Testosterone undecanoate	8	160	1280	0	3.38515625	3	7
PPI	Adipose_subcutaneous	Tetracycline	3	160	480	0	3.62916666666667	4	6
PPI	Adipose_subcutaneous	Tetraferric tricitrate decahydrate	4	160	640	0	3.740625	4	5
PPI	Adipose_subcutaneous	Theophylline	5	160	800	0	3.4075	4	7
PPI	Adipose_subcutaneous	Tipranavir	2	160	320	0	3.371875	3	6
PPI	Adipose_subcutaneous	Tixocortol	2	160	320	0	2.471875	2	5
PPI	Adipose_subcutaneous	Tolbutamide	5	160	800	0	3.79375	4	7
PPI	Adipose_subcutaneous	Tolvaptan	2	160	320	0	3.325	3	5
PPI	Adipose_subcutaneous	Tretinoin	15	160	2400	0	3.82166666666667	4	7
PPI	Adipose_subcutaneous	Triamcinolone	3	160	480	0	3.22708333333333	3	5
PPI	Adipose_subcutaneous	Triclosan	3	160	480	0	2.96458333333333	3	6
PPI	Adipose_subcutaneous	Trifarotene	4	160	640	0	3.59375	4	7
PPI	Adipose_subcutaneous	Troglitazone	7	160	1120	0	3.81160714285714	4	8
PPI	Adipose_subcutaneous	Ulipristal	5	160	800	0	3.1475	3	6
PPI	Adipose_subcutaneous	Ulobetasol			160	0	2.43125	2	5
PPI	Adipose_subcutaneous	Valproic acid	10	160	1600	0	3.413125	4	7
PPI	Adipose_subcutaneous	Valsartan	2	160	320	2	3.334375	3	6
PPI	Adipose_subcutaneous	Vasopressin	2	160	320	0	3.5375	4	6
PPI	Adipose_subcutaneous	Velpatasvir	3	160	480	0	3.52916666666667	4	6
PPI	Adipose_subcutaneous	Vorinostat	5	160	800	0	2.75	3	5
PPI	Adipose_subcutaneous	Zanubrutinib	14	160	2240	0	3.26026785714286	3	6
PPI	Adipose_subcutaneous	Zinc	67	160	10720	0	3.67938432835821	4	8
PPI	Adipose_subcutaneous	Zinc acetate	68	160	10880	0	3.69954044117647	4	8
PPI	Adipose_subcutaneous	Zinc chloride	56	160	8960	0	3.64720982142857	4	8
PPI	Adipose_visceral	Acetylsalicylic acid	26	27	702	0	3.54273504273504	4	7
PPI	Adipose_visceral	Adenosine phosphate	12	27	324	0	3.28703703703704	4	5
PPI	Adipose_visceral	alpha-Tocopherol succinate	9	27	243	1	3.73251028806584	4	5
PPI	Adipose_visceral	Amiodarone	14	27	378	0	4	4	6
PPI	Adipose_visceral	Amlodipine	4	27	108	0	3.77777777777778	4	5
PPI	Adipose_visceral	Asparagine	2	27	54	0	3.55555555555556	4	5
PPI	Adipose_visceral	Avanafil			27	3	4.44444444444444	5	5
PPI	Adipose_visceral	Bioallethrin	5	27	135	0	4.42222222222222	4	6
PPI	Adipose_visceral	Bosutinib	9	27	243	1	3.61316872427984	4	5
PPI	Adipose_visceral	Butamben	7	27	189	0	4.26984126984127	4	6
PPI	Adipose_visceral	Caffeine	14	27	378	2	4.17460317460318	4	7
PPI	Adipose_visceral	Calcium citrate	17	27	459	0	3.76252723311547	4	6
PPI	Adipose_visceral	Calcium Phosphate	18	27	486	0	3.81893004115226	4	6
PPI	Adipose_visceral	Calcium phosphate dihydrate	18	27	486	0	3.81893004115226	4	6
PPI	Adipose_visceral	Cinnarizine	3	27	81	0	4.18518518518519	4	6
PPI	Adipose_visceral	Clevidipine	4	27	108	0	4.7037037037037	5	7
PPI	Adipose_visceral	Diltiazem	7	27	189	0	4.15873015873016	4	6
PPI	Adipose_visceral	Dipyridamole	3	27	81	2	4.24691358024691	4	6
PPI	Adipose_visceral	Dronedarone	12	27	324	0	4.10802469135802	4	6
PPI	Adipose_visceral	Drotaverine			27	0	3.25925925925926	3	4
PPI	Adipose_visceral	Enflurane	17	27	459	0	4.18300653594771	4	7
PPI	Adipose_visceral	Ergocalciferol	5	27	135	0	4.05925925925926	4	6
PPI	Adipose_visceral	Ethanol	12	27	324	0	4.41049382716049	4	7
PPI	Adipose_visceral	Felodipine	6	27	162	0	3.92592592592593	4	6
PPI	Adipose_visceral	Fish oil	10	27	270	0	3.54074074074074	4	5
PPI	Adipose_visceral	Fostamatinib	170	27	4590	0	3.93050108932462	4	9
PPI	Adipose_visceral	Glutamic acid	19	27	513	0	3.99025341130604	4	6
PPI	Adipose_visceral	Ibutilide	2	27	54	0	3.64814814814815	4	5
PPI	Adipose_visceral	Isavuconazole	8	27	216	0	4.01851851851852	4	6
PPI	Adipose_visceral	Isradipine	2	27	54	0	3.85185185185185	4	5
PPI	Adipose_visceral	L-Glutamine	10	27	270	0	3.58518518518519	4	5
PPI	Adipose_visceral	Lacidipine	5	27	135	0	4.36296296296296	4	6
PPI	Adipose_visceral	Levamlodipine	6	27	162	0	3.7283950617284	4	5
PPI	Adipose_visceral	Levomenthol	4	27	108	0	4.36111111111111	4	6
PPI	Adipose_visceral	Magnesium sulfate			27	0	3.25925925925926	3	4
PPI	Adipose_visceral	Manidipine	4	27	108	0	4.58333333333333	5	6
PPI	Adipose_visceral	Molsidomine			27	3	4.51851851851852	4	6
PPI	Adipose_visceral	Nicardipine	8	27	216	0	4.25462962962963	4	7
PPI	Adipose_visceral	Nifedipine	12	27	324	0	4.15123456790123	4	7
PPI	Adipose_visceral	Nilvadipine	5	27	135	0	4.51851851851852	4	7
PPI	Adipose_visceral	Nimodipine	4	27	108	0	4.24074074074074	4	6
PPI	Adipose_visceral	Nisoldipine	3	27	81	0	3.77777777777778	4	5
PPI	Adipose_visceral	Nitrendipine	3	27	81	0	3.77777777777778	4	5
PPI	Adipose_visceral	Pentoxifylline	2	27	54	3	4.68518518518519	5	6
PPI	Adipose_visceral	Phenformin			27	0	3.03703703703704	3	4
PPI	Adipose_visceral	Phenytoin	15	27	405	0	4.09382716049383	4	7
PPI	Adipose_visceral	Phosphatidyl serine			27	3	4.22222222222222	4	5
PPI	Adipose_visceral	Promethazine	15	27	405	2	4.10864197530864	4	6
PPI	Adipose_visceral	Propiverine	2	27	54	0	3.85185185185185	4	5
PPI	Adipose_visceral	Pseudoephedrine	18	27	486	0	3.65843621399177	4	6
PPI	Adipose_visceral	Ranolazine	9	27	243	0	4.2880658436214	4	6
PPI	Adipose_visceral	Sildenafil	4	27	108	2	4.7962962962963	5	7
PPI	Adipose_visceral	Spironolactone	14	27	378	0	4.06613756613757	4	7
PPI	Adipose_visceral	Tadalafil			27	3	4.44444444444444	5	5
PPI	Adipose_visceral	Theophylline	6	27	162	2	4.38888888888889	4	7
PPI	Adipose_visceral	Topiramate	14	27	378	0	3.5952380952381	4	6
PPI	Adipose_visceral	Trimebutine	6	27	162	0	4.4320987654321	4	6
PPI	Adipose_visceral	Udenafil			27	3	4.44444444444444	5	5
PPI	Adipose_visceral	Vardenafil	2	27	54	2	4.03703703703704	4	5
PPI	Adipose_visceral	Verapamil	15	27	405	0	4.4320987654321	4	7
PPI	Adipose_visceral	Zinc	72	27	1944	1	3.66923868312757	4	6
PPI	Adipose_visceral	Zinc acetate	73	27	1971	1	3.6935565702689	4	6
PPI	Adipose_visceral	Zinc chloride	60	27	1620	1	3.69506172839506	4	6
PPI	Liver	Abemaciclib	7	61	427	0	3.91100702576112	4	7
PPI	Liver	Abiraterone	8	61	488	0	4.4733606557377	4	8
PPI	Liver	Acalabrutinib	4	61	244	0	4.01229508196721	4	7
PPI	Liver	Acenocoumarol	6	61	366	0	4.35245901639344	4	8
PPI	Liver	Adenosine phosphate	12	61	732	0	3.9207650273224	4	7
PPI	Liver	Aflibercept	2	61	122	0	3.51639344262295	3.5	7
PPI	Liver	Ajmaline			61	0	4.55737704918033	5	7
